seqnames	start	end	width	strand	V4	V5	V6	V7	V8	V9	V10	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	GENENAME
chr7	101936991	101937230	240	*	.	682	.	24.73995	-1	3.41145	120	Promoter	7	101936369	101936453	85	1	100422858	uc022ajc.1	622	MIR4285
chr12	13088507	13088746	240	*	.	915	.	24.7388	-1	3.41156	120	Distal Intergenic	12	13093709	13103318	9610	2	55507	uc010shp.2	14572	GPRC5D
chr1	198314763	198315002	240	*	.	845	.	24.73705	-1	3.41168	120	Distal Intergenic	1	198126128	198291548	165421	1	140609	uc021pgx.1	188635	NEK7
chr1	224981976	224982215	240	*	.	919	.	24.72548	-1	3.4119	120	Distal Intergenic	1	225117356	225155626	38271	1	127602	uc001hov.4	-135141	DNAH14
chr18	11689045	11689284	240	*	.	846	.	24.71945	-1	3.41201	120	Promoter	18	11689014	11885683	196670	1	2774	uc002kqc.3	31	GNAL
chr8	30033763	30034002	240	*	.	966	.	24.71814	-1	3.41212	120	Intron (uc003xhy.3/10671, intron 3 of 6)	8	30013813	30041155	27343	1	10671	uc003xhy.3	19950	DCTN6
chr4	135741697	135741936	240	*	.	644	.	24.71712	-1	3.41224	120	Distal Intergenic	4	135117489	135122903	5415	2	132430	uc010ioe.3	-618794	PABPC4L
chr15	70099733	70099972	240	*	.	834	.	24.7094	-1	3.41246	120	Distal Intergenic	15	70127573	70135306	7734	1	414926	uc002asj.3	-27601	LINC00593
chr8	90919866	90920105	240	*	.	863	.	24.68916	-1	3.41291	120	Intron (uc003yeg.3/734, intron 1 of 5)	8	90914762	90940095	25334	1	734	uc003yeh.3	5104	OSGIN2
chr14	94781017	94781256	240	*	.	605	.	24.68642	-1	3.41302	120	Intron (uc001ycv.3/866, intron 1 of 4)	14	94770585	94789688	19104	2	866	uc001ycv.3	8432	SERPINA6
chr17	17641850	17642089	240	*	.	612	.	24.67897	-1	3.41313	120	Intron (uc002grm.3/10743, intron 2 of 5)	17	17680000	17682843	2844	2	140771	uc010cpo.1	40754	SMCR5
chr1	235663724	235663963	240	*	.	830	.	24.67524	-1	3.41336	120	Intron (uc001hxc.3/148789, intron 1 of 11)	1	235610505	235667781	57277	2	148789	uc001hxc.3	3818	B3GALNT2
chr2	231614245	231614484	240	*	.	627	.	24.65687	-1	3.41347	120	Intron (uc002vqx.3/51719, intron 1 of 8)	2	231578263	231685790	107528	1	51719	uc010fxr.3	35982	CAB39
chr10	118204333	118204572	240	*	.	856	.	24.6515	-1	3.41358	120	Intron (uc001lcl.4/119548, intron 4 of 11)	10	118187424	118237468	50045	1	119548	uc001lcl.4	16909	PNLIPRP3
chr19	13881293	13881532	240	*	.	788	.	24.64434	-1	3.41369	120	Intron (uc002mxe.3/84245, intron 5 of 5)	19	13885257	13889586	4330	1	28974	uc002mxg.3	-3725	C19orf53
chr10	69329905	69330144	240	*	.	875	.	24.64285	-1	3.41391	120	Intron (uc009xpn.1/29119, intron 3 of 17)	10	67679725	69425416	1745692	2	29119	uc009xpn.1	95272	CTNNA3
chr9	135864513	135864752	240	*	.	741	.	24.64053	-1	3.41403	120	Exon (uc004ccg.3/8328, exon 5 of 7)	9	135853894	135867084	13191	1	8328	uc010mzy.3	10619	GFI1B
chr1	247376728	247376967	240	*	.	837	.	24.63675	-1	3.41425	120	Distal Intergenic	1	247365269	247365362	94	2	100500849	uc021pma.1	-11366	MIR3916
chr22	21982706	21982945	240	*	.	578	.	24.63325	-1	3.41436	120	3' UTR	22	21982378	21984340	1963	2	150223	uc002zvb.2	1395	YDJC
chr17	69448608	69448847	240	*	.	964	.	24.62192	-1	3.41458	120	Distal Intergenic	17	70117161	70122560	5400	1	6662	uc002jiw.3	-668314	SOX9
chr5	119459012	119459251	240	*	.	687	.	24.61741	-1	3.41492	120	Distal Intergenic	5	119800019	120022964	222946	1	51334	uc003ksp.3	-340768	PRR16
chr21	45030355	45030594	240	*	.	626	.	24.61466	-1	3.41503	120	Intron (uc011aey.2/11077, intron 5 of 6)	21	44949072	45078201	129130	2	11077	uc011aey.2	47607	HSF2BP
chr7	39353600	39353839	240	*	.	705	.	24.6053	-1	3.41536	120	Intron (uc003thb.2/11281, intron 5 of 10)	7	39444198	39445945	1748	2	100861520	uc031sxa.1	92106	POU6F2-AS1
chr14	102395050	102395289	240	*	.	694	.	24.60314	-1	3.41547	120	Distal Intergenic	14	102430865	102517135	86271	1	1778	uc001yks.2	-35576	DYNC1H1
chr8	92131853	92132092	240	*	.	936	.	24.59489	-1	3.41559	120	Intron (uc003yev.1/100130742, intron 1 of 3)	8	92130604	92231464	100861	1	100130742	uc003yew.1	1249	LRRC69
chr9	130661310	130661549	240	*	.	778	.	24.59443	-1	3.4157	120	Promoter	9	130647601	130661871	14271	2	30815	uc004bso.1	322	ST6GALNAC6
chr20	31712771	31713010	240	*	.	715	.	24.59109	-1	3.41592	120	Distal Intergenic	20	31755960	31769223	13264	1	140683	uc002wyo.1	-42950	BPIFA2
chr1	193059309	193059548	240	*	.	853	.	24.59097	-1	3.41603	120	Exon (uc001gsy.3/uc001gsy.3, exon 1 of 1)	1	193065595	193074608	9014	2	51022	uc001gsz.2	15060	GLRX2
chr3	32781495	32781734	240	*	.	829	.	24.58982	-1	3.41614	120	Intron (uc011axi.2/25904, intron 12 of 13)	3	32746303	32815367	69065	1	25904	uc010hfw.2	35192	CNOT10
chrX	76172379	76172618	240	*	.	826	.	24.58817	-1	3.41625	120	Intron (uc010nlv.1/uc010nlv.1, intron 2 of 3)	23	76139698	76139785	88	2	494333	uc010nlw.1	-32594	NA
chr16	85330838	85331077	240	*	.	775	.	24.58517	-1	3.41636	120	Distal Intergenic	16	85339832	85339931	100	2	100847022	uc031qxb.1	8854	MIR5093
chr16	2911766	2912005	240	*	.	755	.	24.57997	-1	3.41647	120	Distal Intergenic	16	2902728	2908171	5444	2	64063	uc002cry.1	-3595	PRSS22
chr8	61839628	61839867	240	*	.	772	.	24.57886	-1	3.41659	120	Distal Intergenic	8	61878680	61880307	1628	2	100130298	uc022auy.1	40440	AC022182.3
chr1	114153796	114154035	240	*	.	725	.	24.57396	-1	3.41681	120	Intron (uc001edh.3/260425, intron 6 of 21)	1	114133106	114228545	95440	1	260425	uc001edj.3	20690	MAGI3
chr2	46704658	46704897	240	*	.	818	.	24.5734	-1	3.41692	120	Distal Intergenic	2	46706704	46711564	4861	1	388946	uc010yod.3	-1807	TMEM247
chr12	19129279	19129518	240	*	.	879	.	24.57255	-1	3.41703	120	Distal Intergenic	12	19282626	19354937	72312	1	54477	uc001rdz.4	-153108	PLEKHA5
chr11	62599297	62599536	240	*	.	796	.	24.56729	-1	3.41714	120	Promoter	11	62574332	62599563	25232	2	6811	uc001nvh.3	27	STX5
chr6	89242992	89243231	240	*	.	975	.	24.56487	-1	3.41736	120	Distal Intergenic	6	88849585	88875767	26183	2	1268	uc011dzt.2	-367225	CNR1
chr7	129646464	129646703	240	*	.	824	.	24.55294	-1	3.41758	120	Distal Intergenic	7	129658126	129680941	22816	2	51530	uc010lma.3	34238	ZC3HC1
chr15	34214191	34214430	240	*	.	783	.	24.55188	-1	3.41769	120	Intron (uc001zhj.3/57099, intron 2 of 5)	15	34261089	34357287	96199	1	1133	uc001zhk.1	-46659	CHRM5
chr11	20027237	20027476	240	*	.	1000	.	24.55032	-1	3.4178	120	Intron (uc001mpp.3/89797, intron 11 of 37)	11	20044102	20143147	99046	1	89797	uc009yhx.4	-16626	NAV2
chr11	76782919	76783158	240	*	.	930	.	24.54834	-1	3.41791	120	Intron (uc001oxx.3/726, intron 1 of 12)	11	76777992	76837198	59207	1	726	uc009yuq.3	4927	CAPN5
chr17	42184235	42184474	240	*	.	662	.	24.54045	-1	3.41814	120	Intron (uc002ifd.1/10014, intron 3 of 26)	17	42154121	42200643	46523	2	10014	uc002ifd.1	16169	HDAC5
chr1	27830730	27830969	240	*	.	770	.	24.51602	-1	3.41858	120	Distal Intergenic	1	27730734	27816678	85945	2	10163	uc010ofl.2	-14052	WASF2
chr13	55437227	55437466	240	*	.	829	.	24.50388	-1	3.41869	120	Distal Intergenic	13	55748589	55748683	95	1	100846996	uc031qlv.1	-311123	MIR5007
chr4	173522232	173522471	240	*	.	883	.	24.50354	-1	3.4188	120	Intron (uc003isv.3/442117, intron 5 of 12)	4	174089904	174245118	155215	1	51809	uc003isz.4	-567433	GALNT7
chr16	61263468	61263707	240	*	.	838	.	24.48946	-1	3.41891	120	Distal Intergenic	16	61760082	61891142	131061	2	1006	uc002eoh.3	627435	CDH8
chr4	37653739	37653978	240	*	.	793	.	24.48758	-1	3.41902	120	Intron (uc003gsz.2/768211, intron 1 of 6)	4	37592422	37687999	95578	2	768211	uc003gsz.2	34021	RELL1
chr17	51684323	51684562	240	*	.	861	.	24.48099	-1	3.41913	120	Distal Intergenic	17	51900239	51902573	2335	1	84643	uc002iua.2	-215677	KIF2B
chr11	69843171	69843410	240	*	.	592	.	24.47882	-1	3.41935	120	Distal Intergenic	11	69924408	70035652	111245	1	55107	uc001opj.3	-80998	ANO1
chr5	164296626	164296865	240	*	.	728	.	24.4764	-1	3.41946	120	Distal Intergenic	5	162944463	162946359	1897	1	27430	uc003lzm.4	1352163	MAT2B
chr9	104969202	104969441	240	*	.	636	.	24.46963	-1	3.41968	120	Distal Intergenic	9	104337982	104500862	162881	2	116443	uc004bbq.1	-468340	GRIN3A
chr1	5897386	5897625	240	*	.	542	.	24.46845	-1	3.41979	120	Distal Intergenic	1	5922732	5922801	70	2	100616421	uc021ofn.1	25176	MIR4689
chr3	149658112	149658351	240	*	.	667	.	24.46348	-1	3.4199	120	Intron (uc003exn.4/11342, intron 9 of 10)	3	149682691	149688741	6051	2	5217	uc003ext.1	30390	PFN2
chr9	20302255	20302494	240	*	.	974	.	24.46314	-1	3.42001	120	Distal Intergenic	9	20411146	20411236	91	2	100616229	uc022bdy.1	108742	MIR4473
chr4	185109780	185110019	240	*	.	880	.	24.45995	-1	3.42012	120	Intron (uc003iwc.3/133121, intron 1 of 7)	4	185009859	185139114	129256	2	133121	uc003iwc.3	29095	ENPP6
chr13	71877357	71877596	240	*	.	826	.	24.45808	-1	3.42023	120	Distal Intergenic	13	71589273	71742549	153277	1	100885781	uc031qmd.1	288084	LINC00348
chr1	17521421	17521660	240	*	.	859	.	24.45572	-1	3.42034	120	Distal Intergenic	1	17531621	17572501	40881	1	29943	uc001bah.1	-9961	PADI1
chr8	24191944	24192183	240	*	.	858	.	24.44867	-1	3.42045	120	Intron (uc003xdx.3/10863, intron 13 of 13)	8	24184067	24212726	28660	1	10863	uc010lua.3	7877	ADAM28
chr11	62727846	62728085	240	*	.	875	.	24.44065	-1	3.42056	120	Distal Intergenic	11	62744069	62752495	8427	2	9356	uc001nwj.3	24410	SLC22A6
chr1	24847936	24848175	240	*	.	768	.	24.43959	-1	3.42067	120	Intron (uc021ojc.1/11123, intron 2 of 4)	1	24840804	24863510	22707	1	11123	uc009vrg.3	7132	RCAN3
chr16	75927922	75928161	240	*	.	820	.	24.43622	-1	3.42078	120	Distal Intergenic	16	75675462	75682541	7080	2	3735	uc010cha.1	-245381	KARS
chr16	75927922	75928161	240	*	.	820	.	24.43622	-1	3.42078	120	Distal Intergenic	16	75675462	75682541	7080	2	3735	uc010cha.1	-245381	LRG_366
chr7	42066091	42066330	240	*	.	573	.	24.43422	-1	3.421	120	Intron (uc011kbg.2/2737, intron 6 of 13)	7	42000548	42192052	191505	2	2737	uc011kbg.2	125722	GLI3
chr2	206520529	206520768	240	*	.	809	.	24.42559	-1	3.42111	120	Distal Intergenic	2	206547224	206608422	61199	1	8828	uc002vat.3	-26456	NRP2
chr12	95551404	95551643	240	*	.	843	.	24.42508	-1	3.42122	120	Intron (uc001tdp.4/55785, intron 3 of 20)	12	95479319	95531454	52136	2	55785	uc001tdq.1	-19950	FGD6
chr19	13164616	13164855	240	*	.	844	.	24.42477	-1	3.42133	120	Intron (uc002mwd.3/4784, intron 2 of 9)	19	13135777	13201204	65428	1	4784	uc002mwg.2	28839	NFIX
chr6	53411558	53411797	240	*	.	850	.	24.42384	-1	3.42144	120	Distal Intergenic	6	53377791	53409927	32137	2	2729	uc003pbx.3	-1631	GCLC
chr6	92810956	92811195	240	*	.	682	.	24.41984	-1	3.42155	120	Distal Intergenic	6	92231378	92231455	78	1	100616174	uc021zcv.1	579578	MIR4643
chr17	44541893	44542132	240	*	.	719	.	24.41344	-1	3.42177	120	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-47944	LRRC37A
chr17	44541893	44542132	240	*	.	719	.	24.41344	-1	3.42177	120	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-47944	LRRC37A2
chr17	44541893	44542132	240	*	.	719	.	24.41344	-1	3.42177	120	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-47944	AC138688.1
chr17	44541893	44542132	240	*	.	719	.	24.41344	-1	3.42177	120	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-47944	AC217778.1
chr17	44541893	44542132	240	*	.	719	.	24.41344	-1	3.42177	120	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-47944	AC139677.5
chr17	44541893	44542132	240	*	.	719	.	24.41344	-1	3.42177	120	Distal Intergenic	17	44590076	44627209	37134	1	474170	uc031rci.1	-47944	AC139677.10
chr1	196034091	196034330	240	*	.	854	.	24.38824	-1	3.42221	120	Distal Intergenic	1	196227219	196311379	84161	2	343450	uc001gth.1	277049	KCNT2
chr9	79395948	79396187	240	*	.	871	.	24.3855	-1	3.42232	120	Intron (uc004akm.2/50652, intron 1 of 3)	9	79379354	79402465	23112	1	50652	uc010mpn.1	16594	PCA3
chr4	109008091	109008330	240	*	.	823	.	24.38502	-1	3.42243	120	Intron (uc011cfj.1/51176, intron 3 of 9)	4	108991819	109000770	8952	2	51176	uc003hyw.1	-7321	LEF1
chr10	93617040	93617279	240	*	.	755	.	24.37889	-1	3.42254	120	Exon (uc001khp.3/80351, exon 24 of 27)	10	93666345	93669258	2914	2	143282	uc001khq.4	51979	FGFBP3
chr9	75890450	75890689	240	*	.	840	.	24.37178	-1	3.42264	120	Distal Intergenic	9	75772570	75785307	12738	1	301	uc004ajg.1	117880	ANXA1
chr11	69847093	69847332	240	*	.	767	.	24.36168	-1	3.42275	120	Distal Intergenic	11	69924408	70035652	111245	1	55107	uc001opj.3	-77076	ANO1
chr11	17276558	17276797	240	*	.	787	.	24.35976	-1	3.42286	120	Distal Intergenic	11	17281887	17332557	50671	1	4925	uc001mms.1	-5090	NUCB2
chr5	157187478	157187717	240	*	.	964	.	24.34867	-1	3.42297	120	Exon (uc003lxf.1/uc003lxf.1, exon 1 of 1)	5	157170755	157183746	12992	1	134353	uc003lxe.1	16723	LSM11
chr19	55467840	55468079	240	*	.	866	.	24.34824	-1	3.42308	120	Intron (uc010esl.3/199713, intron 1 of 12)	19	55471013	55471043	31	2	100873769	uc031rmz.1	2964	RNU6-64P
chr11	132123477	132123716	240	*	.	854	.	24.34268	-1	3.42319	120	Intron (uc001qgm.3/50863, intron 4 of 7)	11	131780712	132206716	426005	1	50863	uc001qgq.3	342765	NTM
chr15	100782301	100782540	240	*	.	659	.	24.34184	-1	3.4233	120	Intron (uc002bvv.1/170691, intron 7 of 21)	15	100603819	100879305	275487	2	170691	uc002bvx.1	96765	ADAMTS17
chr7	136399508	136399747	240	*	.	781	.	24.33391	-1	3.42352	120	Distal Intergenic	7	136553399	136701771	148373	1	1129	uc003vtf.1	-153652	CHRM2
chr7	136399508	136399747	240	*	.	781	.	24.33391	-1	3.42352	120	Distal Intergenic	7	136553399	136701771	148373	1	1129	uc003vtf.1	-153652	LRG_405
chr17	13753266	13753505	240	*	.	764	.	24.33343	-1	3.42363	120	Distal Intergenic	17	13927815	13928915	1101	1	94158	uc002god.1	-174310	NA
chr1	165350922	165351161	240	*	.	784	.	24.32965	-1	3.42385	120	Distal Intergenic	1	165171104	165325952	154849	2	4009	uc021pdz.1	-24970	LMX1A
chr4	140756982	140757221	240	*	.	859	.	24.32395	-1	3.42396	120	Intron (uc011chd.1/55534, intron 1 of 3)	4	140586922	140661899	74978	1	4258	uc021xsf.1	170060	MGST2
chrX	108347799	108348038	240	*	.	835	.	24.3193	-1	3.42406	120	Distal Intergenic	23	107975727	107979607	3881	2	8471	uc004eoc.2	-368192	IRS4
chr1	39133209	39133448	240	*	.	613	.	24.31627	-1	3.42428	120	Distal Intergenic	1	39303869	39325495	21627	2	64121	uc001ccq.3	192047	RRAGC
chr3	46545894	46546133	240	*	.	705	.	24.30745	-1	3.42439	120	Distal Intergenic	3	46539485	46542439	2955	1	83597	uc003cps.1	6409	RTP3
chr11	69718251	69718490	240	*	.	606	.	24.30708	-1	3.4245	120	Distal Intergenic	11	69624736	69634192	9457	2	2248	uc001oph.3	-84059	FGF3
chr17	962650	962889	240	*	.	888	.	24.29593	-1	3.42472	120	Intron (uc010vqg.3/29, intron 5 of 17)	17	906758	982386	75629	2	29	uc010vqg.3	19497	ABR
chr1	22451813	22452052	240	*	.	752	.	24.29568	-1	3.42483	120	Intron (uc001bfs.4/54361, intron 2 of 4)	1	22443798	22469519	25722	2	54361	uc001bfs.4	17467	WNT4
chr4	6972992	6973231	240	*	.	708	.	24.26525	-1	3.42494	120	Intron (uc011bwg.2/57533, intron 3 of 13)	4	6988889	7034845	45957	1	57533	uc010idh.3	-15658	TBC1D14
chr15	101425848	101426087	240	*	.	576	.	24.26394	-1	3.42504	120	Intron (uc002bwn.4/220, intron 2 of 12)	15	101420009	101456830	36822	1	220	uc010bpb.3	5839	ALDH1A3
chr4	16590874	16591113	240	*	.	812	.	24.25832	-1	3.42526	120	Intron (uc003goz.3/9079, intron 3 of 7)	4	16595986	16623654	27669	2	100847063	uc031sdu.1	32541	MIR548AX
chr4	16916763	16917002	240	*	.	861	.	24.25651	-1	3.42537	120	Distal Intergenic	4	16503169	16900424	397256	2	9079	uc010iee.3	-16339	LDB2
chr2	130966770	130967009	240	*	.	781	.	24.25346	-1	3.42548	120	Distal Intergenic	2	130949318	130956034	6717	2	112714	uc002tqv.3	-10736	TUBA3E
chr19	5536529	5536768	240	*	.	664	.	24.25249	-1	3.42559	120	Distal Intergenic	19	5558178	5568005	9828	2	257000	uc002mcc.5	31237	TINCR
chr1	53470176	53470415	240	*	.	766	.	24.25149	-1	3.4257	120	Intron (uc001cur.2/6342, intron 11 of 15)	1	53480562	53517282	36721	1	6342	uc010onq.1	-10147	SCP2
chr9	133003603	133003842	240	*	.	1000	.	24.24728	-1	3.42591	120	Distal Intergenic	9	132962872	132999583	36712	1	23413	uc010myz.1	40731	NCS1
chr13	30569946	30570185	240	*	.	738	.	24.2465	-1	3.42602	120	Distal Intergenic	13	30510668	30524625	13958	1	440131	uc010aav.3	59278	LINC00544
chr16	81035625	81035864	240	*	.	576	.	24.24425	-1	3.42613	120	Intron (uc002ffu.3/56942, intron 1 of 3)	16	81040103	81056487	16385	1	55839	uc002ffw.4	-4239	CENPN
chr1	19780289	19780528	240	*	.	786	.	24.24396	-1	3.42624	120	Intron (uc010ocz.2/832, intron 1 of 8)	1	19665267	19811201	145935	2	832	uc010ocz.2	30673	CAPZB
chr2	13612048	13612287	240	*	.	809	.	24.23207	-1	3.42646	120	Distal Intergenic	2	13106908	13147138	40231	2	100506474	uc002rbw.2	-464910	AC064875.2
chr1	223730000	223730239	240	*	.	865	.	24.22863	-1	3.42657	120	Intron (uc009xee.2/388743, intron 10 of 17)	1	223714972	223853436	138465	2	388743	uc009xee.2	123197	CAPN8
chr1	236471733	236471972	240	*	.	817	.	24.22037	-1	3.42667	120	Distal Intergenic	1	236399285	236445339	46055	2	56605	uc010pxt.1	-26394	ERO1LB
chr3	121749832	121750071	240	*	.	556	.	24.21825	-1	3.42678	120	Distal Intergenic	3	121706170	121741127	34958	2	286676	uc010hrg.3	-8705	ILDR1
chr10	29688361	29688600	240	*	.	806	.	24.21086	-1	3.42689	120	Distal Intergenic	10	29698483	29711299	12817	1	387647	uc001ium.2	-9883	PTCHD3P1
chr3	171393172	171393411	240	*	.	580	.	24.19941	-1	3.427	120	Promoter	3	171329256	171392403	63148	2	5337	uc003fhu.4	-769	PLD1
chr8	23785630	23785869	240	*	.	1000	.	24.19927	-1	3.42711	120	Distal Intergenic	8	23699434	23712320	12887	2	6781	uc003xdw.1	-73310	STC1
chr5	142881847	142882086	240	*	.	742	.	24.19801	-1	3.42732	120	Distal Intergenic	5	142657496	142815077	157582	2	2908	uc003lnf.3	-66770	NR3C1
chr8	115218736	115218975	240	*	.	919	.	24.19306	-1	3.42743	120	Distal Intergenic	8	114321447	114449242	127796	2	114788	uc003ynx.4	-769494	CSMD3
chr5	166324532	166324771	240	*	.	718	.	24.18821	-1	3.42765	120	Distal Intergenic	5	166711843	167420187	708345	1	57451	uc021yhi.1	-387072	TENM2
chr7	26948913	26949152	240	*	.	794	.	24.185	-1	3.42786	120	Intron (uc011jzj.2/8935, intron 1 of 13)	7	26706688	26904341	197654	2	8935	uc003syc.3	-44572	SKAP2
chr18	62323683	62323922	240	*	.	852	.	24.17571	-1	3.42808	120	Distal Intergenic	18	61880318	61927290	46973	2	400654	uc002ljy.3	-396393	RP11-909B2.1
chr19	572162	572401	240	*	.	818	.	24.16883	-1	3.42819	120	Promoter	19	572454	583493	11040	1	682	uc002loz.4	-53	BSG
chr2	177213161	177213400	240	*	.	841	.	24.16836	-1	3.4283	120	Distal Intergenic	2	177134123	177202753	68631	1	10651	uc002ukx.3	79038	MTX2
chr12	55746901	55747140	240	*	.	619	.	24.16796	-1	3.4284	120	Distal Intergenic	12	55758895	55759833	939	1	390323	uc010spk.2	-11755	OR6C75
chr9	97890631	97890870	240	*	.	570	.	24.16422	-1	3.42851	120	Intron (uc022bkl.1/2176, intron 8 of 14)	9	97848296	97848376	81	2	100422842	uc022bkk.1	-42255	MIR3074
chr12	5988695	5988934	240	*	.	838	.	24.15796	-1	3.42884	120	Intron (uc001qnm.2/57101, intron 3 of 25)	12	5935624	6054425	118802	2	57101	uc021qtt.1	65491	ANO2
chr2	142716997	142717236	240	*	.	906	.	24.15779	-1	3.42894	120	Intron (uc002tvj.1/53353, intron 1 of 90)	2	140988996	142889270	1900275	2	53353	uc002tvj.1	172034	LRP1B
chr20	38804785	38805024	240	*	.	728	.	24.15557	-1	3.42916	120	Distal Intergenic	20	39314517	39317876	3360	2	9935	uc002xji.3	512852	MAFB
chr19	20259739	20259978	240	*	.	814	.	24.15502	-1	3.42927	120	Distal Intergenic	19	20278023	20311299	33277	1	90649	uc002nou.3	-18045	ZNF486
chr13	68713497	68713736	240	*	.	835	.	24.14637	-1	3.42959	120	Distal Intergenic	13	69435417	69459457	24041	2	338862	uc001vio.3	745721	NA
chrX	23380767	23381006	240	*	.	819	.	24.13766	-1	3.42981	120	Intron (uc010nfu.2/139411, intron 1 of 1)	23	23352985	23414918	61934	1	139411	uc004dal.4	27782	PTCHD1
chr16	79299340	79299579	240	*	.	858	.	24.12742	-1	3.42991	120	Distal Intergenic	16	79627745	79634622	6878	2	4094	uc002ffm.3	335043	MAF
chr2	179180322	179180561	240	*	.	740	.	24.11499	-1	3.43002	120	Intron (uc002ulw.3/114880, intron 3 of 13)	2	179184971	179264160	79190	1	114880	uc002uma.3	-4410	OSBPL6
chr1	208233567	208233806	240	*	.	804	.	24.11186	-1	3.43013	120	Intron (uc001hgz.3/5362, intron 13 of 31)	1	208195588	208202551	6964	2	5362	uc001hgy.3	-31016	PLXNA2
chr17	48520752	48520991	240	*	.	917	.	24.10995	-1	3.43024	120	Intron (uc002iqu.2/80221, intron 1 of 15)	17	48503519	48552200	48682	1	80221	uc010wmo.1	17233	ACSF2
chr7	73820085	73820324	240	*	.	701	.	24.10479	-1	3.43034	120	3' UTR	7	73790217	73795371	5155	1	7461	uc003uao.3	29868	CLIP2
chr7	105596910	105597149	240	*	.	658	.	24.10005	-1	3.43045	120	Intron (uc003vdk.3/222256, intron 3 of 14)	7	105603657	105655659	52003	1	222256	uc011kls.1	-6508	CDHR3
chr6	78867730	78867969	240	*	.	837	.	24.1	-1	3.43056	120	Distal Intergenic	6	78171948	78173120	1173	2	3351	uc003pil.1	-694610	HTR1B
chr1	230232516	230232755	240	*	.	777	.	24.09707	-1	3.43067	120	Intron (uc010pvy.1/2590, intron 1 of 15)	1	230202956	230417875	214920	1	2590	uc010pwa.1	29560	GALNT2
chr5	80257557	80257796	240	*	.	738	.	24.09575	-1	3.43077	120	Intron (uc003kha.2/5924, intron 1 of 26)	5	80256508	80525981	269474	1	5924	uc011ctn.2	1049	RASGRF2
chr10	93445654	93445893	240	*	.	764	.	24.09097	-1	3.43088	120	Distal Intergenic	10	93388197	93392858	4662	2	5507	uc001kho.3	-52796	PPP1R3C
chr19	8389831	8390070	240	*	.	562	.	24.08757	-1	3.43099	120	Exon (uc010dwa.3/256949, exon 8 of 11)	19	8386384	8387280	897	1	6234	uc002mjn.3	3447	RPS28
chrX	69305727	69305966	240	*	.	668	.	24.08643	-1	3.4311	120	Distal Intergenic	23	69282341	69284029	1689	1	139562	uc004dxu.1	23386	OTUD6A
chr8	104342570	104342809	240	*	.	804	.	24.08449	-1	3.4312	120	Intron (uc003ylh.3/8323, intron 6 of 6)	8	104312184	104345094	32911	1	8323	uc011lhp.2	30386	FZD6
chr6	90495304	90495543	240	*	.	957	.	24.08312	-1	3.43142	120	Promoter	6	90460669	90494845	34177	2	23195	uc003pno.1	-459	MDN1
chr7	25954465	25954704	240	*	.	834	.	24.08178	-1	3.43152	120	Distal Intergenic	7	25989539	25989606	68	2	406940	uc011jzf.2	34902	MIR148A
chr19	47391735	47391974	240	*	.	816	.	24.0799	-1	3.43163	120	Distal Intergenic	19	47421933	47508333	86401	1	2909	uc010ekv.3	-29959	ARHGAP35
chr1	63775774	63776013	240	*	.	737	.	24.07874	-1	3.43174	120	Intron (uc001daw.2/199899, intron 2 of 11)	1	63624754	63782901	158148	2	199899	uc001daw.2	6888	LINC00466
chr1	48043618	48043857	240	*	.	658	.	24.0751	-1	3.43185	120	Distal Intergenic	1	47901689	47906363	4675	1	2306	uc001crm.3	141929	FOXD2
chr17	13362792	13363031	240	*	.	866	.	24.06622	-1	3.43217	120	Distal Intergenic	17	13399006	13505244	106239	2	9955	uc002gob.1	142213	HS3ST3A1
chr5	169980775	169981014	240	*	.	617	.	24.06178	-1	3.43227	120	Intron (uc003map.3/30820, intron 1 of 7)	5	169931048	170163636	232589	1	30820	uc010jjq.3	49727	KCNIP1
chr1	214154877	214155116	240	*	.	648	.	24.04805	-1	3.4326	120	Distal Intergenic	1	214161278	214214847	53570	1	5629	uc001hkg.2	-6162	PROX1
chr1	182448756	182448995	240	*	.	799	.	24.04158	-1	3.43281	120	Intron (uc021pfx.1/353299, intron 7 of 7)	1	182457420	182529732	72313	1	353299	uc009wxx.2	-8425	RGSL1
chr9	122221219	122221458	240	*	.	709	.	24.03834	-1	3.43302	120	Distal Intergenic	9	121975898	122131739	155842	2	1620	uc004bkd.2	-89480	BRINP1
chr1	26999522	26999761	240	*	.	647	.	24.0251	-1	3.43334	120	Distal Intergenic	1	27022522	27102198	79677	1	8289	uc001bmt.1	-22761	ARID1A
chr16	47366284	47366523	240	*	.	867	.	24.02085	-1	3.43356	120	Intron (uc010vgg.2/81533, intron 3 of 12)	16	47189298	47430131	240834	2	81533	uc010vgg.2	63608	ITFG1
chr9	684089	684328	240	*	.	623	.	24.01045	-1	3.43388	120	Promoter	9	684194	713464	29271	1	23189	uc003zgq.2	0	KANK1
